oracion,etiqueta
trabajo de diseño me entraron en total ochocientos doce con treinta y uno euros por el,ingreso
acabé pagando noventa y uno euros esta semana en el seguro del hogar,gasto
entraron treinta y nueve euros de la devolución del seguro hoy,ingreso
me cobraron setecientos sesenta,gasto
me pagaron al final,ingreso
cobré sesenta euros por,ingreso
me tocó pagar más o menos ciento veintiséis con sesenta y uno euros por unas gafas nuevas,gasto
una asesoría recientemente se me ingresaron novecientos veinticinco euros por,ingreso
recibí ciento treinta y,ingreso
desembolsé mil trescientos cuarenta y dos euros ayer en un regalo,gasto
un trabajo freelance me ingresaron quinientos noventa euros de,ingreso
euros en ropa me cobraron seiscientos con ochenta y tres,gasto
me costó tres mil,gasto
de una devolución recibí cuatro mil doscientos cuarenta y uno euros,ingreso
me han abonado cuatro,ingreso
cobré dos mil ochocientos,ingreso
tejado esta tarde me costó ciento cuarenta euros en reparar el,gasto
gasolina hace poco pagué catorce euros de,gasto
móvil viejo hoy he ingresado cincuenta y siete euros por vender el,ingreso
un trabajo freelance me pagaron cuatro mil ciento veintisiete euros por,ingreso
me cobraron ciento treinta,gasto
por el dentista pagué mil novecientos cuarenta y nueve con treinta y uno euros,gasto
de una cena aboné tres mil ochocientos uno con sesenta euros,gasto
he pagado tres mil,gasto
se me fueron mil seiscientos sesenta con setenta y tres euros en el dentista,gasto
el mes pasado me cayó mil trescientos cincuenta y uno euros de una paga atrasada,ingreso
me tocó pagar dos mil setenta con diez euros ayer en una reforma,gasto
me hicieron un ingreso,ingreso
de la cena me han mandado ciento ochenta euros por el bizum,ingreso
de una venta me ingresaron dos mil quinientos veinticinco euros,ingreso
cobré tres mil ciento,ingreso
wallapop por fin he ingresado dos mil veintitrés con treinta y ocho euros de una venta en,ingreso
me ingresaron cuatro mil,ingreso
me gasté cuarenta y,gasto
por un bonus ingresé tres mil cuatrocientos treinta y nueve euros,ingreso
una matrícula universitaria desembolsé casi seiscientos cincuenta y cinco con cincuenta y siete euros en,gasto
he desembolsado trescientos cincuenta,gasto
en vinted hoy se me ingresaron ochocientos cuatro con cincuenta y ocho euros de una venta,ingreso
por una herencia he percibido cuatro mil sesenta y uno con cincuenta y cinco euros,ingreso
pagué cuatro mil ochocientos,gasto
invertí cuatrocientos treinta y tres euros con el electricista esta semana,gasto
he desembolsado dos mil,gasto
me gasté cuatro mil,gasto
gasté ciento setenta y cinco euros para pagar la factura de la luz,gasto
pagué trece euros con,gasto
se me fueron más o menos cuatrocientos ochenta y cinco con nueve euros por un fontanero,gasto
me han cargado dos,gasto
me cobraron cuatro mil cuatrocientos noventa y seis euros en gasolina,gasto
aboné dos mil cuatrocientos,gasto
he pagado mil doscientos,gasto
he cobrado mil novecientos,ingreso
me han cargado veintidós,gasto
me abonó setenta y,ingreso
gasté mil novecientos treinta,gasto
pagué ciento veinte euros en la factura de la luz,gasto
he desembolsado cuatro mil,gasto
he cobrado doscientos setenta y cinco con veintitrés euros de salario esta semana,ingreso
portátil el viernes solté setecientos ochenta y tres con setenta y ocho euros de un,gasto
por un fontanero se me fueron más o menos cuatrocientos ochenta y cinco con nueve euros,gasto
me entraron doscientos euros,ingreso
un trabajo freelance me pagaron quinientos veinte euros por,ingreso
de un bonus me han abonado cuatrocientos noventa y dos con noventa y tres euros,ingreso
euros por gasolina pagué cuatro mil ciento setenta y seis con quince,gasto
ingresé ochocientos dos euros,ingreso
del sofá hoy he cobrado quinientos setenta y cuatro euros de la venta,ingreso
me cobraron mil novecientos sesenta con quince euros en un vuelo,gasto
me han pagado once,ingreso
por el alquiler pagué cuatro mil setecientos setenta y cuatro con cincuenta y cuatro euros,gasto
apuesta ganada hoy he cobrado veintinueve euros por una,ingreso
ingresé mil ciento ochenta y dos con sesenta y dos euros por un trabajo freelance,ingreso
en una suscripción me gasté tres mil quinientos siete con cincuenta y dos euros,gasto
pagué mil novecientos ochenta,gasto
de una herencia me ingresaron cuatro mil doscientos setenta con noventa y nueve euros,ingreso
me hicieron un ingreso de doscientos treinta y nueve con veinticinco euros por alquilar una habitación ayer,ingreso
me han devuelto ochenta euros por la reserva cancelada,ingreso
me costó dos mil setecientos ochenta y uno euros gasolina,gasto
por un proyecto cobré dos mil ochocientos sesenta y cinco euros,ingreso
me costó mil setecientos,gasto
comercial este mes he cobrado ciento ochenta y cinco euros de una comisión,ingreso
ingresé mil ciento ochenta,ingreso
para el perro he pagado en total setenta con tres euros por comida,gasto
he gastado dieciséis euros,gasto
suscripción al periódico me cobraron ciento noventa y dos con ochenta euros ayer en la,gasto
ingresé ciento dieciocho con treinta y tres euros por un proyecto,ingreso
he percibido cuatrocientos veintinueve con veintiséis euros por dar clases particulares recientemente,ingreso
para pagar videojuegos acabé pagando mil cuatrocientos cuatro con sesenta y nueve euros,gasto
he gastado novecientos setenta,gasto
ayer en cine me costó veintiuno euros,gasto
euros de nómina me ingresaron dos mil uno con dieciocho,ingreso
cobré cuatrocientos euros por,ingreso
he desembolsado cuatrocientos treinta,gasto
he percibido cuatro mil cuatrocientos ochenta y uno euros por un proyecto,ingreso
me costó tres mil ochocientos ochenta y ocho con noventa y siete euros el coche,gasto
en una suscripción he pagado dos mil cincuenta y cuatro con sesenta y cuatro euros,gasto
euros en ropa he desembolsado setecientos veintinueve con sesenta y siete,gasto
entraron quinientos treinta y,ingreso
euros la compra me costó tres mil cuatrocientos veintiuno con cuarenta y seis,gasto
me cobraron tres mil,gasto
en una suscripción he pagado cuatro mil quinientos treinta y cuatro con ochenta y uno euros,gasto
euros en electricidad he pagado cuatrocientos sesenta y cuatro,gasto
de una beca me han abonado cuatro mil setecientos setenta y uno con nueve euros,ingreso
pagué dieciocho euros de,gasto
se me fueron dieciséis euros ayer en diésel,gasto
acabé pagando mil cuatrocientos cuatro con sesenta y nueve euros para pagar videojuegos,gasto
me han transferido tres,ingreso
uno euros gasolina me costó dos mil novecientos cuarenta y,gasto
obtuve aproximadamente mil novecientos ochenta y dos con cincuenta y seis euros de una transferencia familiar,ingreso
me han cargado cincuenta con treinta y ocho euros por una consola este trimestre,gasto
he percibido ochocientos noventa y ocho con sesenta y cuatro euros por un proyecto,ingreso
me gasté quinientos treinta,gasto
he percibido mil seiscientos cincuenta y nueve euros por una deuda pendiente,ingreso
curso esta semana me abonó mil cuatrocientos noventa y seis euros por impartir un,ingreso
lotería de navidad me cayeron quinientos euros de la,ingreso
pagamos ciento treinta y seis euros esta semana en la peluquería,gasto
solté noventa y uno euros por aire acondicionado ayer,gasto
aboné setecientos cuarenta y nueve euros por la revisión del coche este año,gasto
se fueron seiscientos ochenta y cinco euros con un vuelo hace poco,gasto
gasté treinta y cinco euros en el mercadona del viernes,gasto
me llegó un bizum,ingreso
gasté treinta euros en velas y decoración,gasto
en una cena me gasté cuatro mil seiscientos noventa y uno con ochenta y siete euros,gasto
he percibido tres mil,ingreso
tuve que pagar unos,gasto
me costó dos mil,gasto
he desembolsado seiscientos veinticuatro euros esta semana en cine,gasto
de una ayuda me ingresaron tres mil quinientos cincuenta y nueve con cuarenta y seis euros,ingreso
me entraron en total ochocientos doce con treinta y uno euros por el trabajo de diseño,ingreso
me abonó mil ciento cuarenta y cuatro euros por tutorías online,ingreso
por una apuesta cobré tres mil setecientos noventa y cuatro con veintinueve euros,ingreso
se me fueron ochenta y siete euros de spotify este año,gasto
de una cena aboné cuatro mil seiscientos cincuenta y tres con cincuenta y siete euros,gasto
me han transferido cincuenta y tres euros de una subvención,ingreso
por un bonus cobré dos mil novecientos noventa y cuatro con veintitrés euros,ingreso
liquidación de vacaciones recibí tres mil euros de la,ingreso
me costó cincuenta y dos con cincuenta y cinco euros de la niñera este mes,gasto
cobré tres mil cuatrocientos,ingreso
de apple tv me han cargado seis euros,gasto
se me fueron mil,gasto
de libros usados recibí ochocientos once euros de la venta,ingreso
se me fueron mil,gasto
me abonaron dos mil,ingreso
he cobrado doscientos noventa,ingreso
me salió por doscientos euros la cena de grupo,gasto
me pagaron cuatro mil ciento veintisiete euros por un trabajo freelance,ingreso
por una transferencia ingresé tres mil novecientos treinta y uno euros,ingreso
me pagaron mil ciento setenta y tres con sesenta y siete euros por una devolución,ingreso
me han abonado cuatrocientos,ingreso
me pagaron tres mil novecientos veinticinco con treinta y ocho euros por un proyecto,ingreso
pagué ochocientos euros de,gasto
recibí tres mil ciento,ingreso
se me fueron setecientos,gasto
me pagaron mil novecientos,ingreso
he pagado setecientos noventa y cuatro con cuarenta y cuatro euros esta semana en flores,gasto
pagué dos mil cuatrocientos,gasto
trabajo de consultoría me han transferido alrededor de treinta y nueve euros por,ingreso
pagué dos mil ciento,gasto
aboné tres mil setecientos,gasto
recibí dos mil quinientos euros de la herencia de mi tía,ingreso
el mes pasado entraron cuatrocientos trece con treinta euros de cashback de la tarjeta,ingreso
se me fueron dos,gasto
me cobraron dos mil,gasto
la deuda pendiente me han transferido trescientos euros por,ingreso
cobré dos mil setecientos,ingreso
por una herencia cobré tres mil novecientos noventa y siete euros,ingreso
me han abonado dos mil doscientos ochenta y cinco con ochenta y seis euros de una beca,ingreso
euros en gasolina se me fueron dos mil doscientos cincuenta con ochenta y ocho,gasto
me gasté mil cincuenta,gasto
recibí ochenta y cinco euros de dividendos de mis acciones,ingreso
pagué doscientos cincuenta euros al dentista la semana pasada,gasto
me han transferido cuatro,ingreso
he recibido dos mil trescientos sesenta y siete con ochenta y cuatro euros de una venta en wallapop recientemente,ingreso
de matrícula universitaria pagué quinientos euros,gasto
pagué ciento diez euros,gasto
en una suscripción he desembolsado mil ciento diecisiete con cuarenta y cinco euros,gasto
regalo de cumpleaños obtuve más o menos sesenta y siete euros de,ingreso
recibí cuatro mil doscientos sesenta y tres euros de una venta,ingreso
desembolsé ciento cuatro con noventa y cuatro euros para pagar la lavadora,gasto
me salió por treinta euros el corte de pelo,gasto
en una reforma me tocó pagar dos mil setenta con diez euros ayer,gasto
bici esta semana me pagaron noventa y nueve euros por vender una,ingreso
vender entradas hoy me entraron quinientos veintiséis euros por,ingreso
he tenido que abonar,gasto
me han cargado veinticuatro euros por el veterinario,gasto
recibí ochocientos cuarenta y,ingreso
me dejé trescientos dieciséis euros por un ordenador nuevo esta tarde,gasto
freelance por fin me han pagado al final ochocientos ochenta y ocho con cuarenta y dos euros por el proyecto,ingreso
he percibido tres mil,ingreso
me ingresaron cuatro mil,ingreso
me abonaron dos mil cuatrocientos siete euros por una apuesta ganada este mes,ingreso
por una transferencia ingresé dos mil novecientos noventa y seis con sesenta euros,ingreso
euros en netflix he desembolsado mil cuatrocientos noventa y siete con veintitrés,gasto
euros en netflix se me fueron mil quinientos veinticuatro,gasto
en el fisioterapeuta he gastado novecientos setenta euros esta semana,gasto
un trabajo freelance me pagaron ciento setenta y seis con ochenta y seis euros por,ingreso
se me fueron noventa,gasto
me ha llegado el pago de trescientos euros del cliente,ingreso
se me fueron mil ciento sesenta con cincuenta y dos euros esta semana en una mudanza,gasto
se fueron seiscientos ochenta,gasto
me dejé trescientos dieciséis,gasto
traducir un documento me han transferido más o menos cuatrocientos setenta y cinco euros por,ingreso
me cobraron más o menos doscientos setenta y seis con noventa y siete euros en una mudanza,gasto
inglés en marzo invertí quinientos noventa y cuatro euros por clases de,gasto
he percibido mil ochocientos setenta y cinco euros por una transferencia,ingreso
gasté cuatrocientos ochenta euros,gasto
me cobraron quinientos cuarenta,gasto
se me ingresaron setecientos cuarenta y tres euros de una paga atrasada,ingreso
he cobrado mil doscientos,ingreso
me han transferido en,ingreso
regalo de cumpleaños recibí ciento cincuenta euros de,ingreso
me gasté tres mil seiscientos dieciséis con setenta y siete euros en una reparación,gasto
me han pagado mil doscientos nueve con cuarenta y siete euros por hacer de canguro hoy,ingreso
me ingresaron ochocientos euros,ingreso
cobré mil ochocientos cuarenta,ingreso
en el alquiler he pagado cuatro mil novecientos ochenta y uno con cincuenta y cinco euros,gasto
con netflix anoche me dejé cuarenta y uno euros,gasto
desembolsé ciento veintisiete con,gasto
gasté novecientos treinta y,gasto
me han transferido cincuenta,ingreso
euros en gasolina pagamos en total cuatrocientos setenta,gasto
desembolsé mil quinientos euros,gasto
autónomo por fin me pagaron ciento cincuenta y cinco euros de honorarios como,ingreso
me han abonado noventa euros de cashback de la tarjeta,ingreso
he pagado en total setenta con tres euros por comida para el perro,gasto
me cobraron dos mil quinientos diecinueve con cuarenta y uno euros en gasolina,gasto
impuesto de circulación pagamos trescientos cincuenta y dos euros este mes en el,gasto
aboné tres mil cuatrocientos cincuenta y nueve con noventa y cinco euros de el dentista,gasto
durante el finde se me fueron treinta y cinco euros por el mantenimiento de la cuenta,gasto
me han pagado doscientos,ingreso
euros en ropa he pagado dos mil cuatrocientos sesenta y seis,gasto
acabé pagando cuatro mil veinticinco euros por una escapada de fin de semana hace poco,gasto
me cayó mil trescientos,ingreso
en el coche he desembolsado mil seiscientos treinta con once euros,gasto
me ingresaron seiscientos cuarenta,ingreso
en una cena se me fueron tres mil cincuenta y uno con treinta y uno euros,gasto
me ingresaron quinientos noventa euros de un trabajo freelance,ingreso
me han pagado veinticuatro euros de la devolución del seguro el mes pasado,ingreso
me costaron doscientos ochenta,gasto
me ingresaron treinta y tres con ochenta y tres euros de una devolución,ingreso
he pagado mil trescientos,gasto
desembolsé treinta y tres,gasto
le transferí sesenta euros a carlos para la cena,gasto
una comisión bancaria se me fueron setecientos treinta y siete euros este mes en,gasto
en una suscripción he desembolsado dos mil setecientos cuarenta euros,gasto
ingresé tres mil trescientos treinta y siete euros de bonus trimestral recientemente,ingreso
recibí cuatro mil ochocientos doce con cinco euros de un proyecto,ingreso
me pagaron dos mil seiscientos cuarenta y ocho con cincuenta y dos euros por nómina,ingreso
me pagaron dos mil,ingreso
me pagaron novecientos siete euros de regalo de cumpleaños recientemente,ingreso
me pagaron cuatro mil,ingreso
se me ingresaron unos ochocientos veintitrés euros de la devolución del seguro por fin,ingreso
he percibido trescientos sesenta,ingreso
he tenido que abonar en total cuatrocientos setenta y cuatro con treinta euros en un ordenador nuevo,gasto
he pagado mil sesenta y cinco con treinta y ocho euros en una cena,gasto
he desembolsado cuatro mil trescientos siete con diecinueve euros en netflix,gasto
he cobrado cuarenta euros por vender unas zapatillas,ingreso
tuve que pagar cuatrocientos,gasto
me pagaron seiscientos noventa,ingreso
euros de salario he cobrado cuatro mil setecientos sesenta y cinco,ingreso
me cobraron cuatrocientos noventa,gasto
por un proyecto cobré tres mil doscientos ochenta y dos con treinta euros,ingreso
de concurso ayer he percibido dos mil quinientos cincuenta y cuatro euros de un premio,ingreso
diésel este año desembolsé trescientos treinta y cinco con cuarenta y cinco euros por,gasto
me han pagado cuatrocientos,ingreso
he percibido setecientos setenta,ingreso
me han cargado veintisiete,gasto
por una beca cobré tres mil cuatrocientos veinticuatro euros,ingreso
aboné cuatro mil doscientos,gasto
silla de oficina pagué ciento setenta y cuatro con diecisiete euros ayer en una,gasto
aboné cuatro mil ciento treinta y nueve con once euros de el alquiler,gasto
el mes pasado ingresé doscientos ochenta y siete euros del alquiler vacacional,ingreso
fisioterapeuta en marzo me costó novecientos sesenta y dos euros en el,gasto
de una beca recibí mil ciento ochenta y seis con nueve euros,ingreso
me costó tres mil,gasto
obtuve dos mil treinta y cinco euros de regalo de cumpleaños hoy,ingreso
pagué tres mil tres euros por gasolina,gasto
aboné novecientos sesenta y seis con cuarenta y siete euros de una reparación,gasto
he percibido veintinueve euros,ingreso
gasté trescientos doce euros,gasto
entraron quinientos treinta y seis euros por tutorías online ayer,ingreso
por el supermercado pagué mil ciento cuarenta y seis euros,gasto
me han abonado cuatro mil doscientos cinco con noventa y tres euros de una venta,ingreso
me han cargado noventa y ocho euros de el súper esta semana,gasto
se me fueron mil,gasto
se me fueron dos mil ciento trece euros con un desayuno el otro día,gasto
ingresé en total ochocientos,ingreso
euros por nómina me pagaron dos mil setecientos ochenta y cinco con setenta y siete,ingreso
en la compra he desembolsado tres mil ochocientos nueve con noventa euros,gasto
euros en electricidad me gasté cuatro mil setecientos,gasto
canguro este mes me abonaron treinta y tres euros por hacer de,ingreso
aboné quinientos cincuenta y,gasto
me han abonado setenta,ingreso
pagué tres euros de propina en el bar,gasto
euros en electricidad me cobraron novecientos tres,gasto
se me fueron dos mil doscientos cincuenta con ochenta y ocho euros en gasolina,gasto
he percibido dos mil,ingreso
pagamos doscientos cuarenta y ocho euros por spotify anoche,gasto
comisión bancaria anoche aboné mil doscientos treinta y ocho con cincuenta y uno euros de una,gasto
me cobró doscientos euros el taller del coche,gasto
durante el finde me han cargado cuatrocientos sesenta y tres euros en el veterinario,gasto
me costó seiscientos cuarenta,gasto
me han abonado tres mil novecientos nueve con treinta y cinco euros de una venta,ingreso
me cayó alrededor de,ingreso
he cobrado cuatro mil,ingreso
he pagado tres mil,gasto
he desembolsado tres mil doscientos cuarenta euros con el seguro del hogar este mes,gasto
durante el finde he recibido trescientos cincuenta y uno con treinta y ocho euros de una herencia,ingreso
taller del coche he pagado ochenta y nueve euros esta semana en el,gasto
recibí mil setecientos diecinueve con noventa y uno euros por hacer de canguro esta semana,ingreso
cobré quinientos sesenta y ocho euros por un bonus,ingreso
he percibido doscientos sesenta y uno con treinta euros por impartir un curso por fin,ingreso
de una apuesta me han abonado tres mil trescientos cincuenta y cuatro con treinta y nueve euros,ingreso
me ingresaron setecientos veinte,ingreso
me ingresaron tres mil,ingreso
cuenta hace poco me han cargado mil seiscientos setenta con noventa y cinco euros de el mantenimiento de la,gasto
salario bruto recientemente recibí mil setecientos treinta y seis con cincuenta y seis euros de,ingreso
multa en marzo solté cuatrocientos cuarenta y cinco con cuarenta y ocho euros de una,gasto
me han pagado doscientos cincuenta y seis euros de un bono de fidelidad hoy,ingreso
he gastado seiscientos doce con ochenta y tres euros para pagar un vuelo,gasto
de una venta me ingresaron mil cincuenta y cinco con veintiséis euros,ingreso
me gasté seiscientos veinticuatro,gasto
nómina este mes me hicieron un ingreso de cinco euros de,ingreso
pagué ciento nueve con cincuenta y cinco euros por el alquiler,gasto
he recibido dos mil euros de la venta del sofá,ingreso
de spotify familiar me han pasado sesenta y cinco euros,gasto
he gastado trescientos veintisiete con noventa y siete euros por la hipoteca el mes pasado,gasto
cobré cuatro mil cuatrocientos cuarenta y dos con veintiséis euros por una devolución,ingreso
por una suscripción pagué trescientos noventa y cuatro con setenta y dos euros,gasto
euros de salario recibí seiscientos noventa y uno,ingreso
se fueron cincuenta y,gasto
me cobró doscientos euros,gasto
me gasté mil setecientos,gasto
ventas del trimestre recibí trescientos treinta euros de comisión por,ingreso
por el ibi desembolsé ciento veintisiete con noventa y ocho euros,gasto
percibí trescientos veinte euros por una apuesta ganada hoy,ingreso
en un vuelo he pagado mil quinientos cuarenta y nueve con tres euros,gasto
me pagaron setecientos noventa y nueve con sesenta y seis euros por una apuesta,ingreso
gasté veintidós euros en,gasto
cobré quinientos cincuenta euros,ingreso
por una devolución me pagaron tres mil seiscientos cuarenta y siete con dieciséis euros,ingreso
durante el finde me costó seiscientos noventa y cinco euros de una escapada de fin de semana,gasto
me cayó veintinueve euros,ingreso
entraron unos tres mil,ingreso
se me fueron tres,gasto
programación esta semana he ingresado ciento sesenta y cinco con siete euros por un encargo de,ingreso
he pagado mil trescientos cincuenta y uno con sesenta y ocho euros en electricidad,gasto
ingresé tres mil cuatrocientos,ingreso
el mes pasado me han transferido mil cuatrocientos setenta y nueve con veintitrés euros por trabajo de consultoría,ingreso
en un vuelo se me fueron tres mil trescientos diecinueve con dieciséis euros,gasto
he ingresado trescientos cincuenta y nueve con setenta y tres euros de comisión por ventas este mes,ingreso
en el veterinario desembolsé más o menos ochenta euros,gasto
he pagado ochenta y,gasto
el mes pasado pagamos cuatrocientos noventa y dos euros en la lavadora,gasto
he percibido mil diez,ingreso
me pagaron ochocientos treinta,ingreso
he percibido setecientos cinco con tres euros por una herencia,ingreso
tutorías online recientemente obtuve dos mil ciento seis euros por,ingreso
he gastado más o,gasto
aboné dos mil doscientos,gasto
he percibido tres mil seiscientos veinte con ochenta y seis euros por una ayuda,ingreso
he recibido en total,ingreso
de un proyecto me han abonado mil ciento treinta y seis con cuarenta y dos euros,ingreso
ingresé trescientos diez euros de una encuesta remunerada,ingreso
se me ingresaron unos,ingreso
recibí seiscientos noventa y,ingreso
me gasté cuatro mil novecientos treinta y cuatro con noventa y seis euros en gasolina,gasto
me cobraron mil cuatrocientos,gasto
recibí cuatro mil seiscientos noventa y dos euros de una transferencia,ingreso
me gasté mil quinientos,gasto
el coche hoy me hicieron un ingreso de ochenta y uno con sesenta y dos euros por vender,ingreso
me han cobrado quince euros de mantenimiento de cuenta,gasto
en el dentista me gasté dos mil seiscientos setenta y cinco euros,gasto
me han abonado dos,ingreso
una herencia hoy me hicieron un ingreso de seiscientos setenta y cuatro euros de,ingreso
pagué dos mil setecientos cincuenta y ocho euros esta semana en reparar el tejado,gasto
pagué mil ochocientos euros,gasto
tutorías online hoy ingresé ciento uno euros por,ingreso
me cobraron ciento noventa y nueve euros en el coche,gasto
de una beca me ingresaron dos mil doscientos dieciocho con dieciséis euros,ingreso
euros de nómina recibí mil setecientos sesenta con cincuenta y cuatro,ingreso
devolución del seguro me ingresaron ciento ochenta euros de la,ingreso
me han abonado mil,ingreso
he recibido setenta y siete euros de nómina,ingreso
de consultoría recientemente me cayó veintinueve euros por trabajo,ingreso
vacacional esta semana me hicieron un ingreso de cuatro mil setecientos noventa y uno euros del alquiler,ingreso
aboné seiscientos cincuenta y nueve euros de la factura del gas hoy,gasto
me han pagado doscientos sesenta y uno con cincuenta y cuatro euros de honorarios como autónomo hoy,ingreso
devolución del irpf entraron dos mil trescientos cincuenta y uno con veintiuno euros de la,ingreso
fotos del evento me han pagado doscientos treinta euros por las,ingreso
he pagado en total,gasto
solté dos mil trescientos veinticinco euros este mes en ropa,gasto
me abonaron en total,ingreso
invertí alrededor de quinientos,gasto
pagar amazon prime gasté mil ciento siete con cuarenta y ocho euros para,gasto
por una herencia he percibido mil seiscientos noventa y siete con treinta y seis euros,ingreso
desembolsé trescientos treinta y,gasto
en la compra he desembolsado dos mil seiscientos ochenta y cinco con veintisiete euros,gasto
me han transferido trescientos,ingreso
un trabajo freelance me pagaron dos mil cuatrocientos cuarenta y cinco con nueve euros por,ingreso
he desembolsado cuatrocientos ochenta y siete con tres euros en el gimnasio,gasto
me ingresaron cuatro mil seiscientos doce con ocho euros de una devolución,ingreso
me cobraron aproximadamente quinientos cincuenta y seis euros por la peluquería,gasto
he desembolsado seiscientos uno euros en la compra,gasto
de canguro recientemente recibí cuatrocientos noventa y tres con cuarenta y nueve euros por hacer,ingreso
he desembolsado mil ciento diecisiete con cuarenta y cinco euros en una suscripción,gasto
desembolsé trescientos treinta y,gasto
el coche recientemente me han pagado trescientos cinco con cuarenta y uno euros por vender,ingreso
ingresé mil ocho euros,ingreso
de viudedad hoy me abonaron tres mil novecientos cuarenta y cuatro euros de pensión,ingreso
entraron más o menos tres mil novecientos treinta y ocho euros de un premio pequeño por fin,ingreso
me pagaron mil treinta,ingreso
en la farmacia tuve que pagar mil ciento treinta y tres euros ayer,gasto
venta en wallapop percibí tres mil novecientos cinco euros de una,ingreso
me llegaron ciento cincuenta,ingreso
en un regalo me cobraron mil cuatrocientos siete con noventa y cuatro euros este mes,gasto
me salió por ciento,gasto
me han abonado dos mil ciento veintinueve euros de una devolución,ingreso
he pagado mil cuatrocientos treinta con siete euros en netflix,gasto
he percibido dos mil,ingreso
de la beca me han metido en cuenta novecientos euros,ingreso
he desembolsado tres mil setecientos ochenta y cuatro con sesenta y cinco euros en un vuelo,gasto
me han transferido ciento cuarenta y nueve con trece euros de una ayuda municipal por fin,ingreso
solté sesenta y dos euros ayer en el cerrajero,gasto
cobré tres mil ciento cuarenta y tres con setenta y tres euros por un bonus,ingreso
me ingresaron ochenta y,ingreso
de un proyecto me ingresaron dos mil doscientos catorce con treinta y uno euros,ingreso
me han cobrado trescientos euros del spotify,gasto
he pagado cuatro mil quinientos treinta y cuatro con ochenta y uno euros en una suscripción,gasto
desembolsé dos mil trescientos,gasto
me gasté dos mil seiscientos catorce euros en electricidad,gasto
euros en electricidad se me fueron doscientos treinta y tres con setenta y seis,gasto
en un concierto tuve que pagar cuatro mil cuatrocientos cuarenta y uno euros ayer,gasto
la semana pasada solté ochenta y siete euros en el ibi,gasto
por el supermercado pagué tres mil doscientos treinta euros,gasto
he recibido dos mil,ingreso
ingresé cincuenta y nueve euros de un premio de concurso,ingreso
he desembolsado casi tres,gasto
he recibido diecisiete euros de un bono de fidelidad el mes pasado,ingreso
aboné mil setecientos noventa,gasto
he desembolsado tres mil,gasto
de una cena aboné cuatro mil cuatrocientos cincuenta y cuatro con ochenta y cuatro euros,gasto
se fueron dos mil,gasto
el cerrajero recientemente desembolsé dos mil trescientos veintiocho con veintinueve euros en,gasto
solté veintiuno euros este mes en el gimnasio,gasto
de paga extraordinaria me abonaron setecientos euros,ingreso
solté cuatrocientos cuarenta y cinco con cuarenta y ocho euros de una multa en marzo,gasto
me pagaron cuatrocientos seis,ingreso
me han transferido cuatrocientos noventa y ocho con cincuenta y siete euros por horas extra por fin,ingreso
cobré cuatro mil setecientos,ingreso
por el trabajo me han transferido cuatrocientos euros,ingreso
fondo de pensiones me han abonado mil cien euros del,ingreso
euros de uber pagué quince,gasto
cobré cuatro mil seiscientos veintidós con sesenta y cinco euros por una devolución,ingreso
en el supermercado he desembolsado tres mil ciento cincuenta y uno euros,gasto
fidelidad del banco me abonaron cuatrocientos veinte euros de bono de,ingreso
me han abonado cincuenta y cinco euros por referir un cliente nuevo,ingreso
solté mil ochenta y,gasto
tuve que pagar sesenta,gasto
de concurso recientemente me han transferido tres mil setecientos treinta y cinco euros de un premio,ingreso
pagué noventa euros en,gasto
me pagaron ciento cincuenta y cinco euros de honorarios como autónomo por fin,ingreso
pagué quinientos sesenta y,gasto
en amazon prime he gastado dieciséis euros ayer,gasto
negocio por fin me pagaron más o menos mil ochocientos sesenta y uno con quince euros de beneficios del,ingreso
en una suscripción he desembolsado dos mil cuatrocientos sesenta euros,gasto
en una cena me gasté mil quinientos cuatro euros,gasto
me han pagado ciento,ingreso
me pagaron cincuenta y seis euros por un reportaje fotográfico esta semana,ingreso
súper esta semana me han cargado noventa y ocho euros de el,gasto
periódico este trimestre pagamos dos mil quinientos sesenta y cuatro euros por la suscripción al,gasto
me hicieron un ingreso,ingreso
me cobraron mil novecientos,gasto
me han abonado tres,ingreso
me cayó mil setecientos noventa y dos con veintisiete euros de intereses este mes,ingreso
el mes pasado me entraron ochenta y uno con diecisiete euros por un encargo de programación,ingreso
acabé pagando quinientos cincuenta,gasto
me pagaron ochenta y,ingreso
aboné setenta y dos,gasto
aboné ciento treinta y,gasto
me pagaron dos mil,ingreso
cobré dos mil ciento cuarenta y uno con ochenta y cuatro euros por un bonus,ingreso
me pagaron mil ochocientos veintisiete euros por una transferencia,ingreso
me abonaron mil doscientos,ingreso
me han transferido ciento noventa y tres euros de la venta del sofá esta semana,ingreso
euros por gasolina pagué quinientos sesenta y dos con once,gasto
desembolsé novecientos cincuenta y,gasto
euros del proyecto me llegó el pago de novecientos,ingreso
recibí dos mil quinientos,ingreso
cobré mil novecientos noventa,ingreso
pagué quinientos sesenta y dos con ochenta y dos euros por netflix,gasto
cobré treinta con sesenta y seis euros de una bonificación esta semana,ingreso
he desembolsado tres mil ochocientos nueve con noventa euros en la compra,gasto
he desembolsado dos mil seiscientos ochenta y cinco con veintisiete euros en la compra,gasto
acabé pagando cuarenta y uno euros esta semana en la comunidad,gasto
gasté ciento diez euros,gasto
en un vuelo me gasté ochocientos dos con cincuenta y siete euros,gasto
por un proyecto he percibido mil trescientos treinta y nueve con noventa y ocho euros,ingreso
ingresé cincuenta y nueve,ingreso
aboné cuatro mil ciento,gasto
