oracion,etiqueta
dentista he pagado mil setecientos noventa y seis con cuarenta y uno euros en el,gasto
me ingresaro tres mil cuatrocientos nueve con ochenta y ocho euros de una apuesta,ingreso
editar un vídeo he ingresado novecientos treinta y nueve euros por,ingreso
tres mil euros de la herencia de mi tío me cayeron,ingreso
transferido mil cincuenta y cinco euros de bonus trimestral recientemente me han,ingreso
se me ingresaron setenta,ingreso
ingresé tres mil,ingreso
viernes gasté treinta y cinco euros en el mercadona del,gasto
me han pasado ochenta euros de la cuota del parking,gasto
mes percibí treinta y dos euros por un encargo de programación este,ingreso
tuve que pagar,gasto
he cobrado setenta,ingreso
me han transferido,ingreso
cuatrocientos treinta y tres con veintiocho euros en la compra he pagado,gasto
he pagado mil ciento,gasto
de una apuesta,ingreso
acabé pagando noventa,gasto
cobré dos mil,ingreso
en el dentista,gasto
me han pagado,ingreso
ingresé doscientos ochenta y siete euros del alquiler vacacional el mes pasado,ingreso
un trabajo freelance,ingreso
febrero me pagaron veintidós euros por dar clases particulares en,ingreso
entrada al concierto pagué cuarenta euros por la,gasto
pagamos dos mil,gasto
me ingresaron mil,ingreso
trimestrales pagué ochocientos euros de impuestos,gasto
recientemente ingresé trescientos noventa y ocho euros por alquilar una habitación,ingreso
ayer me entraron dieciocho con veinticuatro euros de una subvención,ingreso
me dejé en,gasto
novecientos una beca dieciocho han cuatro me euros de mil,ingreso
me dejé cuatrocientos cincuenta,gasto
euros en electricidad he pagado dos mil seiscientos treinta y siete con noventa y cinco,gasto
me gasté mil,gasto
mil ciento diecisiete con cuarenta y cinco euros en una suscripción he desembolsado,gasto
sesenta y seis euros del alquiler del piso el mes pasado cobré seiscientos,ingreso
me han soltado aproximadamente mil novecientos cuarenta y tres con noventa y siete euros de un bono de fidelidad,ingreso
me pagaron trescientos cuarenta y uno con noventa y cinco euros de una ayuda municipal,ingreso
en la compra he pagado cuatrocientos treinta y tres con veintiocho euros,gasto
cobré tres mil,ingreso
me pagaro sesenta y uno euros de intereses,ingreso
recibí dos mil doscientos veintiocho con diecisiete euros de una beca,ingreso
ayuda escolar recientemente,ingreso
mil quinientos cuarenta y seis euros por vender el móvil viejo la semana pasada me entraron,ingreso
mes he ingresado trescientos cincuenta y nueve con setenta y tres euros de comisión por ventas este,ingreso
en el alquiler se me fueron tres mil seiscientos tres euros,gasto
me cayeron dos mil trescientos treinta y cinco con ochenta y seis euros por impartir un curso recientemente,ingreso
trabajo de consultoría,ingreso
freelance me pagaron dos mil novecientos cincuenta y uno euros por un trabajo,ingreso
ochenta trescientos una pagamos con nueve euros sesenta y mudanza mil ayer dos siete y,gasto
de una ayuda,ingreso
en una reparación me gasté tres mil quinientos veintiuno con setenta y siete euros,gasto
me han abonado mil setecientos ochenta y tres con cuatro euros de nómina,ingreso
supermercado me dejé tres mil novecientos noventa y cinco euros este mes en la compra del,gasto
este mil vídeo abonó con euros seis me setecientos editar por tres setenta trimestre un,ingreso
de una apuesta me ingresaro mil ochocientos noventa y uno con cincuenta y dos euros,ingreso
en el supermercado,gasto
la me novecientos mes devolución este seguro veintidós abonó de del,ingreso
me entraron novecientos uno euros por vender una bici,ingreso
me gasté dos,gasto
estudios recibí ochocientos cuarenta y ocho euros de la beca de,ingreso
en el gimnasio me gasté cuarenta y cuatro con sesenta y siete euros,gasto
semana recibí novecientos cincuenta y siete euros por vender una bici esta,ingreso
tres por pagué treinta el euros mil supermercado,gasto
pague cien,gasto
aboné y mil cuatro supermercado dos cincuenta euros de ochenta con tres seiscientos el,gasto
euros fueron dos de se y la la noventa trimestre trescientos este en luz factura mil,gasto
un ordenador nuevo desembolsé mil quinientos euros en,gasto
he percibido tres,ingreso
hoy entraron mil setenta y cuatro euros de intereses,ingreso
fueron mil seiscientos sesenta con setenta y tres euros en el dentista se me,gasto
se fueron seiscientos,gasto
me pagaron mil quinientos,ingreso
me costó ciento,gasto
euros en netflix,gasto
aboné cuatro mil seiscientos,gasto
mesa esta semana me cayeron cuatro mil ochocientos ochenta y cuatro euros por vender el ordenador de,ingreso
se me fueron tres,gasto
se me fueron,gasto
mil doscientos sesenta y ocho euros de una ayuda municipal recientemente he cobrado,ingreso
mil quinientos euros de la herencia de mi tía recibí dos,ingreso
me coche cincuenta euros revisión del la semana esta en,gasto
aboné quinientos cuarenta con,gasto
percibí sesenta y,ingreso
he gastado más,gasto
cobré tres mil trescientos,ingreso
por un proyecto,ingreso
me entraron esta trabajo de semana por nueve consultoría,ingreso
me cayó veintinueve,ingreso
se me ingresaro novecientos,ingreso
he gastado trescientos veintisiete con noventa y siete euros por la hipoteca el mes pasado,gasto
por un fontanero se me fueron más o menos cuatrocientos ochenta y cinco con nueve euros,gasto
bonus he percibido mil ciento uno con ochenta y ocho euros por un,ingreso
gasté trescientos cincuenta,gasto
recibí cuatro mil seiscientos noventa y dos euros de una transferencia,ingreso
me gasté tres,gasto
he un proyecto trescientos euros veintitrés por,ingreso
me costó quinientos,gasto
de una devolución me ingresaron trescientos setenta y siete con treinta y ocho euros,ingreso
pagué en noventa euros esta farmacia tarde,gasto
pagué diecinueve euros,gasto
se me fueron,gasto
hacienda me han devuelto ciento veinte euros de,ingreso
recibí mil quinientos ochenta,ingreso
en un vuelo he desembolsado cuatro mil ciento noventa y nueve con sesenta y ocho euros,gasto
se me fueron cuatro,gasto
fueron setenta y cinco euros en el electricista se me,gasto
he soltado dos mil,gasto
por el golpe me llegaron seiscientos euros del seguro,ingreso
mil un y y desembolsado he cuatro con setecientos cinco en ochenta euros tres vuelo,gasto
se me fueron,gasto
recibí tres mil quinientos cincuenta y ocho euros de una venta,ingreso
cobré noventa por una dar euros clase,ingreso
desembolsé seiscientos ochenta,gasto
me gasté tres,gasto
pendiente por fin me cayó alrededor de cuatro mil cinco euros por una deuda,ingreso
por con extra euros sesenta cincuenta entraron cuatro cuatrocientos y y me horas,ingreso
cincuenta euros en ikea el finde gasté ciento,gasto
pasado el recibo de cuarenta y cinco euros del gym me han,gasto
euros en netflix he soltado dos mil seis con cuarenta y uno,gasto
dos mil trescientos treinta y seis euros en la comunidad he pagado,gasto
tuve que pagar,gasto
pasado se me ingresaron cuatrocientos treinta y nueve con sesenta y cuatro euros por horas extra el mes,ingreso
gasté setenta y nueve euros este mes en la hipoteca,gasto
tres con me y euros ochocientos una ocho nueve mil y de beca ingresaron cincuenta,ingreso
me gasté mil quinientos cuatro euros en una cena,gasto
me pagaron mil,ingreso
programación esta semana he ingresado ciento sesenta y cinco con siete euros por un encargo de,ingreso
mil cuatrocientos treinta con siete euros en netflix he pagado,gasto
nueve veinte de euros casi fin he y con honorarios cuatrocientos ingresado cincuenta autónomo por,ingreso
del mil cien pensiones me fondo han abonado de,ingreso
me ingresaro cuatro mil seiscientos doce con ocho euros de una devolución,ingreso
me ingresaron dos mil,ingreso
euros en amazon este mes gasté doscientos,gasto
y euros de cinco sesenta de ayer me libros usados abonó la,ingreso
el tejado mil año trescientos este por ochenta cuatro euros reparar he,gasto
me pagaron dos mil quinientos ocho con cincuenta y uno euros por una beca,ingreso
recibí cincuenta y dos euros por una deuda pendiente esta semana,ingreso
transferido mil trescientos diez euros de la liquidación de vacaciones este mes me han,ingreso
solté mil ochenta y,gasto
por una transferencia me pagaron cuatro mil cuatrocientos sesenta y ocho euros,ingreso
ochenta ingresé setecientos un euros por cuatro proyecto mil y con cinco,ingreso
me han soltado dos,ingreso
impuesto de circulación tuve que pagar cincuenta y nueve euros para pagar el,gasto
percibí dos mil novecientos cinco euros por una deuda pendiente esta semana,ingreso
se me fueron,gasto
pagamos ciento treinta,gasto
tres mil quinientos siete con cincuenta y dos euros en una suscripción me gasté,gasto
con euros mil cuatro cobré nueve por apuesta cincuenta y una,ingreso
cobré tres mil,ingreso
he percibido cincuenta,ingreso
ciento veintiuno con sesenta y cinco euros de un bonus me ingresaron,ingreso
me llegaron ciento,ingreso
me ingresaro ciento veintiuno,ingreso
recibí mil setecientos,ingreso
he percibido mil quinientos euros por una beca,ingreso
me abonaro mil setenta y nueve con uno euros por un reportaje fotográfico,ingreso
me abonaron aproximadamente,ingreso
de el alquiler aboné cuatro mil ciento treinta y nueve con once euros,gasto
por una beca me pagaron ochocientos treinta y siete con treinta y uno euros,ingreso
me cobraro novecientos setenta,gasto
entraron cuatrocientos trece con treinta euros de cashback de la tarjeta el mes pasado,ingreso
euros el coche,gasto
me han abonado,ingreso
por una venta,ingreso
en una mudanza,gasto
por un bonus ingresé mil ochocientos quince con treinta y cinco euros,ingreso
me gasté tres mil quinientos veintiuno con setenta y siete euros en una reparación,gasto
gasté mil novecientos,gasto
beca y cinco seiscientos me euros pagaron por una,ingreso
por una devolución ingresé setecientos seis euros,ingreso
coche he pagado ochenta y nueve euros esta semana en el taller del,gasto
apuesta cobré cuatro mil nueve con cincuenta y seis euros por una,ingreso
beca me ingresaron dos mil doscientos dieciocho con dieciséis euros de una,ingreso
documento me han transferido más o menos cuatrocientos setenta y cinco euros por traducir un,ingreso
ingresé tres mil,ingreso
me cuarenta euros un novecientos por proyecto y ocho pagaron ochenta mil,ingreso
euros por nómina me pagaron dos mil seiscientos cuarenta y ocho con cincuenta y dos,ingreso
setenta mil compra pagué tres y y euros la tres por con nueve,gasto
y cuarenta pagué novecientos dos el supermercado euros,gasto
setenta he uno doce devolución euros con por cuatrocientos una y,ingreso
por mesa ordenador ochenta ochocientos cuatro de y semana esta me el cuatro euros mil pagaron,ingreso
he tenido que,gasto
en el gimnasio he desembolsado cuatrocientos ochenta y siete con tres euros,gasto
he percibido cuatro mil ochocientos cuarenta y nueve con cuarenta y seis euros por una beca,ingreso
percibí tres mil novecientos,ingreso
mil ochocientos sesenta y cinco euros por un proyecto cobré dos,ingreso
electricidad me gasté cuatro mil setecientos euros en,gasto
de una herencia,ingreso
he cobrado cinco mil euros por vender el coche,ingreso
dos mil setecientos sesenta y cuatro euros por un proyecto me pagaron,ingreso
pagaron un freelance me quinientos veinte euros por,ingreso
mudanza pagamos dos mil trescientos ochenta y nueve con sesenta y siete euros ayer en una,gasto
se me fueron trescientos,gasto
pensión este mes me pagaro dos mil novecientos cuatro euros de,ingreso
ingresé trescientos noventa y ocho euros por alquilar una habitación recientemente,ingreso
tuve que pagar cincuenta,gasto
he desembolsado dos mil,gasto
me gasté seiscientos veinticuatro,gasto
me pagaro tres mil seiscientos cuarenta y siete con dieciséis euros por una devolución,ingreso
recibí tres mil quinientos,ingreso
mil doscientos euros de salario bruto este mes cobré tres,ingreso
suscripción he desembolsado cuatrocientos cincuenta y cinco con ochenta y nueve euros en una,gasto
en un vuelo,gasto
euros uno cuarenta dos en pagado con netflix he seis y,gasto
semana me pagaron cincuenta y seis euros por un reportaje fotográfico esta,ingreso
cuatro euros compra me cincuenta en once y la gasté mil,gasto
mil seiscientos treinta con once euros en el coche he desembolsado,gasto
cargado ochocientos cincuenta y nueve euros por un concierto durante el finde me han,gasto
fuera tuve que pagar cuatrocientos setenta y siete con noventa y seis euros para pagar la comida,gasto
cashback me de han de tarjeta noventa la euros,ingreso
proyecto me pagaron dos mil noventa euros por un,ingreso
me cobraron cuatrocientos,gasto
me cobraron setecientos,gasto
acabé pagando mil cuatrocientos,gasto
de una beca recibí dos mil doscientos veintiocho con diecisiete euros,ingreso
de el supermercado aboné setecientos sesenta y nueve con once euros,gasto
un trabajo freelance,ingreso
por la compra,gasto
he pagado cuatro mil,gasto
una por doscientos diez cobré hacer boda en fotos,ingreso
me llegaron setenta,ingreso
me ingresaron tres,ingreso
me gasté dos mil quinientos nueve con ochenta euros en gasolina,gasto
me cobraro setenta y,gasto
hoy he pagado seiscientos sesenta y cuatro euros por el ibi,gasto
gasolina he desembolsado tres mil quinientos veinticinco con cincuenta y tres euros en,gasto
un trabajo freelance recibí dos mil quinientos dieciocho euros de,ingreso
de paga extraordinaria,ingreso
trabajo ciento percibido un noventa por con freelance euros y mil ocho seis y setenta,ingreso
he pagado mil,gasto
suscripción al periódico,gasto
pagué treinta mil dos febrero de euros setecientos en diésel y,gasto
me cobraron cuatro,gasto
electricista desembolsé casi dos mil cuatrocientos euros por el,gasto
pasado euros me del recibo setecientos colegio del,gasto
ingresé cincuenta y nueve euros de un premio de concurso,ingreso
en un tren,gasto
me entraron novecientos uno,ingreso
programación este mes percibí treinta y dos euros por un encargo de,ingreso
me la tres quinientos y en gasté con nueve cinco cuarenta compra euros,gasto
me cayó cuatro,ingreso
me han soltado cuarenta euros por dar clases particulares esta semana,ingreso
abonar la mil treinta en mes he este del tenido euros cuota con autónomo que novecientos,gasto
abonado dos mil setecientos setenta y seis euros de una beca me han,ingreso
deuda uno y euros cincuenta por una pendiente hoy,ingreso
me tocó pagar dos mil setenta con diez euros ayer en una reforma,gasto
ocho de el euros setenta setecientos desembolsé y flores,gasto
ocho en setenta euros me y vuelo fueron dos treinta mil ciento con se y,gasto
boda por fin he recibido aproximadamente seiscientos sesenta y siete euros por hacer fotos en una,ingreso
ochocientos mil indemnización laboral dos recibí euros,ingreso
el me devolución pasado de una setenta mes de y euros cinco hacienda,ingreso
me pagaro cuatro mil,ingreso
súper se me fueron trescientos cuarenta y dos con setenta y cinco euros para pagar el,gasto
por una devolución me pagaron mil ciento setenta y tres con sesenta y siete euros,ingreso
euros el coche me costó dos mil sesenta y cinco con cincuenta y dos,gasto
cobré ochenta una mil euros cinco y por trescientos tres,ingreso
un trabajo freelance ingresé mil ciento ochenta y dos con sesenta y dos euros por,ingreso
doscientos gasolina pagado tres euros mil seis he y en,gasto
pagué en total,gasto
cuarenta y ocho euros de una beca recibí cuatrocientos,ingreso
me ingresaro cuatrocientos dieciséis euros de la devolución del seguro por fin,ingreso
y nueve euros en mobiliario pagué setenta,gasto
noventa cobraron cuatrocientos me y en mil seis gasolina cuatro,gasto
me cayeron más o,ingreso
por euros treinta han consola cincuenta con y este trimestre una cargado me,gasto
pagué quinientos sesenta y dos con ochenta y dos euros por netflix,gasto
me ingresaro mil ochenta,ingreso
me cobraron dos mil,gasto
noventa canguro euros y por recientemente de con y cuatrocientos recibí nueve hacer cuarenta,ingreso
invertí novecientos treinta,gasto
en una cena se me fueron tres mil cincuenta y uno con treinta y uno euros,gasto
ingresaron cuatrocientos treinta y nueve con sesenta y cuatro euros por horas extra el mes pasado se me,ingreso
me costó tres,gasto
una euros pagaron y me por cincuenta cinco beca,ingreso
transferencia familiar hoy me entraron novecientos cincuenta euros de una,ingreso
ordenador de mesa me abonó más o menos sesenta y dos euros por vender el,ingreso
quinientos navidad lotería euros de la me cayeron,ingreso
proyecto con por un he tres quinientos mil uno sesenta y percibido euros,ingreso
me pagaro cuatro mil cuatrocientos sesenta y ocho euros por una transferencia,ingreso
un trabajo freelance,ingreso
seguro este mes me han pagado dos mil doscientos ochenta y dos con veintisiete euros de la devolución del,ingreso
mil y euros cuatro ingresé un cuarenta con setecientos cinco proyecto ochenta,ingreso
tuve que pagar,gasto
setecientos setenta y ocho euros por tutorías online este mes me abonó,ingreso
recibí tres mil seiscientos,ingreso
solté veintiuno euros este mes en el gimnasio,gasto
me han cargado,gasto
curso esta semana me abonó mil cuatrocientos noventa y seis euros por impartir un,ingreso
en la niñera,gasto
la comida fuera tuve que pagar cuatrocientos setenta y siete con noventa y seis euros para pagar,gasto
gimnasio aboné tres mil novecientos sesenta y seis euros de el,gasto
gasté veinticinco euros en el mercadillo,gasto
por una transferencia,ingreso
he cobrado novecientos,ingreso
se fueron ochenta euros,gasto
transferido novecientos cincuenta y tres con once euros de pensión hoy me han,ingreso
he desembolsado tres,gasto
mesa esta semana,ingreso
nuevo esta tarde,gasto
por trece trabajo seiscientos un con euros cobré freelance mil veintiuno,ingreso
tarjeta por fin,ingreso
me pagaron novecientos,ingreso
veterinario este y uno euros mes ochenta cobraron me el,gasto
cuatro mil veinticuatro con treinta y seis euros en el gimnasio me cobraron,gasto
recibí mil ciento ochenta,ingreso
he tenido que,gasto
he percibido mil,ingreso
una setenta cincuenta euros percibido mil con por ayuda seis he ochocientos y,ingreso
pagué quinientos sesenta,gasto
devolución me han abonado tres mil sesenta y siete euros de una,ingreso
devolución del irpf me pagaron novecientos sesenta y cuatro euros de la,ingreso
suscripción al periódico me cobraro ciento noventa y dos con ochenta euros ayer en la,gasto
se me ingresaro dos,ingreso
me pagaron aproximadamente,ingreso
en cuatro mil setenta compra y la euros me doscientos cinco,gasto
gasté cuatrocientos diecisiete,gasto
me pagaro cincuenta y seis euros por un reportaje fotográfico esta semana,ingreso
se me fueron,gasto
ayer en mobiliario,gasto
vender unas zapatillas he cobrado cuarenta euros por,ingreso
dos mil doscientos dieciocho con dieciséis euros de una beca me ingresaron,ingreso
euros el gimnasio me costó tres mil ochocientos cuarenta y nueve,gasto
me ha llegado,ingreso
del con enero euros cincuenta nueve aboné la en coche revisión,gasto
hoy me han transferido cuatrocientos veintiocho euros de la beca de estudios,ingreso
vuelo me gasté cuatro mil seiscientos sesenta y dos euros en un,gasto
tres mil setecientos tres con veintiuno euros por un trabajo freelance me pagaron,ingreso
desembolsé doscientos sesenta y,gasto
me cincuenta costó euros la cincuenta con y y este dos niñera mes cinco,gasto
devolución de amazon recibí ciento ochenta euros de la,ingreso
cuatro mil seiscientos cincuenta y tres con tres euros por un proyecto he percibido,ingreso
pague cien en gasolina,gasto
de un bonus,ingreso
electricidad he pagado tres mil cinco con cuarenta y ocho euros en,gasto
se me ingresaron,ingreso
pasado se me ingresaron dos mil siete con siete euros de la venta del sofá el mes,ingreso
he soltado cuatro mil novecientos ochenta y uno con cincuenta y cinco euros en el alquiler,gasto
salario por fin cobré al final quinientos veinticinco euros de,ingreso
durante el finde,gasto
me entraron novecientos,ingreso
euros de glovo pagué doce,gasto
dieciocho con veinticuatro euros de una subvención ayer me entraron,ingreso
de una venta me ingresaron dos mil quinientos veinticinco euros,ingreso
me ingresaro cuatrocientos cuarenta euros por un artículo publicado hoy,ingreso
me hicieron un ingreso de quinientos sesenta y seis euros por vender entradas ayer,ingreso
aboné uno de cuarenta trescientos siete y dos euros dentista y con sesenta el,gasto
el mes pasado me cayó mil trescientos cincuenta y uno euros de una paga atrasada,ingreso
he pagado mil setecientos noventa y seis con cuarenta y uno euros en el dentista,gasto
por una apuesta,ingreso
mil seiscientos cincuenta y nueve euros por una deuda pendiente he percibido,ingreso
he pagado mil trescientos ochenta y tres con noventa y tres euros por la comunidad esta semana,gasto
seiscientos setenta y cuatro con cuarenta euros ayer en una suscripción he gastado,gasto
he recibido trescientos,ingreso
por un bonus cobré tres mil ochocientos diez euros,ingreso
he desembolsado cuatro mil,gasto
devolución del seguro,ingreso
cincuenta y seis euros por un reportaje fotográfico esta semana me pagaron,ingreso
novecientos pensión mil pagaron euros mes de dos cuatro me,ingreso
me ingresaron cuatro mil,ingreso
me pagaron mil novecientos,ingreso
un semana mil trescientos escritorio cuarenta la y pasada pagué euros siete en,gasto
me cayeron mil noventa y cuatro con ocho euros de una devolución de una compra,ingreso
por un proyecto he percibido cuatro mil seiscientos cincuenta y tres con tres euros,ingreso
golpe me llegaron seiscientos euros del seguro por el,ingreso
amazon este mes gasté doscientos euros en,gasto
y cuarenta tres ochocientos mil gimnasio costó euros nueve me,gasto
de viudedad recientemente ingresé mil novecientos setenta y nueve euros de pensión,ingreso
he desembolsado novecientos,gasto
seiscientos veinticuatro euros esta semana en cine he desembolsado,gasto
pagué en total,gasto
solté ochocientos treinta y,gasto
me abonó mil ochocientos,ingreso
cuatro percibido y con y seis mil nueve he cuarenta por ochocientos cuarenta beca una,ingreso
por una venta ingresé cuatro mil setecientos setenta euros,ingreso
recibí setecientos cincuenta,ingreso
ventas este mes,ingreso
me abonaron más,ingreso
cobrado veinticinco euros de twitch me han,gasto
me han abonado,ingreso
me costó dos,gasto
cobré euros diecinueve beca ochocientos una,ingreso
sofá esta semana,ingreso
me han cargado cincuenta con treinta y ocho euros por una consola este trimestre,gasto
suscripción en marzo he desembolsado novecientos sesenta y ocho euros por una,gasto
me costó tres,gasto
de el gimnasio aboné cuatro mil ochenta y nueve con noventa y tres euros,gasto
en tres euros cincuenta con y febrero flores he cuatrocientos desembolsado cinco,gasto
recientemente desembolsé dos mil trescientos veintiocho con veintinueve euros en el cerrajero,gasto
laura me llegó un bizum de setenta y cinco euros de,ingreso
pedro por bizum,gasto
con un bonus veintiocho por cincuenta dos y cobré cuatro euros doscientos,ingreso
he percibido mil,ingreso
me entraron tres,ingreso
trescientos veintisiete con noventa y siete euros por la hipoteca el mes pasado he gastado,gasto
tren he desembolsado tres mil quinientos cincuenta y tres euros ayer en un,gasto
he desembolsado mil cuatrocientos,gasto
del irpf recientemente,ingreso
freelance por ocho y percibido euros trabajo con y cuatro cincuenta mil ocho ciento he un,ingreso
me han cargado tres mil doscientos cuarenta y cinco euros por la cuota del club esta mañana,gasto
me han abonado,ingreso
me costó tres,gasto
cobré dos mil,ingreso
cobré dos mil cien,ingreso
de una apuesta,ingreso
por tres euros viejo y móvil vender me setenta transferido cuatrocientos han,ingreso
batería del coche me han cargado trescientos sesenta y uno euros ayer en una,gasto
se me fueron dos,gasto
nómina me han abonado cuatro mil ciento sesenta y tres con sesenta y seis euros de,ingreso
han pagado que me los doscientos euros me debía,ingreso
veterinario en abril aboné noventa y cinco euros por el,gasto
me han soltado quinientos euros,ingreso
un curso recientemente,ingreso
me fueron en nueve euros se el seguro mes coche y del este,gasto
cena me gasté mil quinientos cuatro euros en una,gasto
de el coche,gasto
un trabajo freelance,ingreso
mil novecientos cincuenta y nueve euros de una bonificación ingresé tres,ingreso
enero solté mil quinientos treinta y tres con cincuenta y dos euros en un desayuno en,gasto
he cobrado veintinueve,ingreso
aboné seiscientos sesenta,gasto
hacienda en marzo he cobrado setecientos noventa y cuatro euros de una devolución de,ingreso
euros del proyecto,ingreso
he soltado novecientos cincuenta euros de alquiler este mes,gasto
un trabajo freelance,ingreso
desembolsé trescientos treinta y,gasto
por una devolución me pagaro tres mil seiscientos cuarenta y siete con dieciséis euros,ingreso
me pagaron dos mil seiscientos sesenta euros por un trabajo freelance,ingreso
me cargado por el veinticuatro veterinario euros,gasto
me abonaron mil,ingreso
dos ocho y mil un por con euros setenta ocho cincuenta y bonus pagaron trescientos,ingreso
gasolina me costó dos mil novecientos cuarenta y uno euros,gasto
recientemente he cobrado mil doscientos sesenta y ocho euros de una ayuda municipal,ingreso
me cobraron ciento,gasto
cuatro mil ochocientos cuarenta y nueve con cuarenta y seis euros por una beca he percibido,ingreso
compra del supermercado,gasto
recibí tres mil ciento,ingreso
dos mil quinientos ochenta y dos con treinta y siete euros de una herencia me ingresaron,ingreso
me pagaron dos mil,ingreso
abonado tres mil sesenta y siete euros de una devolución me han,ingreso
cobré doscientos diez,ingreso
euros de vuelos para navidad pagué seiscientos,gasto
en el veterinario,gasto
he percibido dos,ingreso
solté setecientos ochenta,gasto
en un vuelo,gasto
me cobraron doscientos en comida,gasto
dejé en semana cincuenta trescientos con euros seis esta me y amazon prime,gasto
me gasté mil quinientos noventa y dos euros en el coche,gasto
me cobraro cincuenta euros,gasto
tres mil quinientos cuarenta y nueve con cinco euros en la compra me gasté,gasto
móvil viejo hoy,ingreso
beca me han abonado cuatro mil setecientos setenta y uno con nueve euros de una,ingreso
de una venta me ingresaro cuatro mil setecientos sesenta y tres con cincuenta y nueve euros,ingreso
gimnasio seis con euros cobraron treinta y mil veinticuatro el me en,gasto
de me mil euros transferencia y abonado dos tres una han quinientos,ingreso
reparar el tejado gasté trescientos doce euros ayer en,gasto
venta en wallapop percibí tres mil novecientos cinco euros de una,ingreso
mil trescientos treinta y siete euros de bonus trimestral recientemente ingresé tres,ingreso
proyecto me pagaron dos mil setecientos sesenta y cuatro euros por un,ingreso
he percibido mil setecientos,ingreso
me hicieron un,ingreso
setenta novecientos y en cuatro cuatro con dos gasolina gasté mil euros,gasto
con euros ropa noventa y seis aboné y de ciento dos,gasto
he cobrado veintinueve,ingreso
tres y he en treinta la compra cuatrocientos con euros veintiocho,gasto
me hicieron un,ingreso
hace unos días se fueron cincuenta y cuatro euros con la factura de la luz,gasto
euros de icloud,gasto
ingresé setecientos seis euros,ingreso
mil ciento noventa con ochenta euros por un proyecto cobré tres,ingreso
pague cien,gasto
cobré tres mil,ingreso
y mil veintisiete de mes euros setecientos con cayó este me dos noventa,ingreso
se me ingresaron dos,ingreso
me han abonado,ingreso
me llegaro seiscientos euros,ingreso
euros por nómina ingresé tres mil cuatrocientos cincuenta y ocho con sesenta,ingreso
euros y mil vuelo un en veintiséis quinientos con cobraron noventa me uno,gasto
el mes pasado me abonó setenta y cuatro euros de un bono de fidelidad,ingreso
dentista aboné tres mil ciento sesenta y ocho con cuarenta euros de el,gasto
proyecto ingresé ciento dieciocho con treinta y tres euros por un,ingreso
me cobraro más o,gasto
y de trabajo un nueve me con abonado siete freelance cuarenta han euros,ingreso
se me fueron dos mil ciento trece euros con un desayuno el otro día,gasto
oficina acabé pagando trescientos veinticinco con ochenta y seis euros esta semana en material de,gasto
sesenta y nueve euros en el ibi anoche desembolsé cuatrocientos,gasto
tres mil cuatrocientos veintiuno con cuarenta y seis euros la compra me costó,gasto
me hicieron un,ingreso
en un vuelo,gasto
me pagaron veintidós euros,ingreso
me costó dos mil cuarenta y seis con treinta y siete euros electricidad,gasto
recientemente he pagado dos mil ciento setenta y uno con sesenta y cuatro euros en el seguro del coche,gasto
seguro del hogar acabé pagando noventa y uno euros esta semana en el,gasto
me han pagado,ingreso
ayer en cine me costó veintiuno euros,gasto
wallapop novecientos euros venta de ingresé una,ingreso
me gasté cuatro,gasto
por una asesoría obtuve al final mil ochocientos noventa y dos euros,ingreso
me costó tres mil,gasto
supermercado este la mes cobraron en cuatrocientos del me euros dos y noventa,gasto
me abonó mil,ingreso
pagado seiscientos cincuenta euros por el trabajo de diseño me han,ingreso
vuelo pagué cuatro mil trescientos setenta y dos con treinta y cinco euros por un,gasto
pagué cuatro mil doscientos,gasto
he cobrado setecientos noventa y cuatro euros de una devolución de hacienda en marzo,ingreso
me costó cinco euros,gasto
me dejé ochenta y cuatro euros esta semana en el dentista,gasto
al alquiler recientemente me ingresaro mil ochocientos treinta y dos euros de la ayuda,ingreso
consultoría de el euros cincuenta quinientos cobré trabajo,ingreso
gasté mil setecientos,gasto
he percibido al,ingreso
pagado más o menos mil novecientos treinta y nueve euros por el trabajo de diseño por fin me han,ingreso
liquidación de vacaciones,ingreso
se fueron cincuenta,gasto
dos mil ciento noventa euros por una beca me pagaron,ingreso
me cobraron mil,gasto
me han pagado mil,ingreso
o menos tres mil novecientos treinta y ocho euros de un premio pequeño por fin entraron más,ingreso
bancaria me han cargado treinta y cinco euros de comisión,gasto
me entraron alrededor de dos mil ochocientos sesenta y seis euros de una devolución de una compra,ingreso
por una beca ingresé tres mil ochocientos cincuenta y siete euros,ingreso
me gasté cuatro,gasto
fotos del evento,ingreso
un trabajo freelance,ingreso
taxi solté dos mil ochocientos doce euros para pagar un,gasto
me treinta por cincuenta y trimestre ocho con cargado consola euros han una,gasto
el móvil viejo me han transferido cuatrocientos setenta y tres euros por vender,ingreso
una paga atrasada me pagaro mil quince con ochenta y uno euros de,ingreso
tres me con en fueron vuelo ochenta trescientos y euros ochenta un,gasto
me han transferido mil,ingreso
trescientos ochenta y dos euros de el seguro del coche el lunes he desembolsado,gasto
me pagaro seiscientos noventa,ingreso
he pagado tres mil sesenta y seis euros de una escapada de fin de semana este trimestre,gasto
se me fueron,gasto
pagado ciento cincuenta euros por el curso online que vendí me han,ingreso
bonus cobré quinientos sesenta y ocho euros por un,ingreso
tuve que pagar,gasto
pensión novecientos nueve ingresé viudedad setenta recientemente euros de mil y,ingreso
apuesta cobré cuatro mil cuatrocientos cincuenta y ocho con treinta euros por una,ingreso
cena me costó mil ochocientos quince euros una,gasto
